Country Code,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
US,40.016,-95.01,81.28,74.0,40.0,4.7
US,32.13,-102.713,97.2,26.0,40.0,9.17
US,37.628,-123.313,73.0,30.0,1.0,10.29
US,38.317,-119.101,84.58,25.0,1.0,12.75
US,43.597,-94.126,70.25,94.0,75.0,5.82
US,32.633,-95.218,93.83,49.0,1.0,4.7
US,42.539,-89.113,84.2,70.0,1.0,6.93
US,25.493,-80.142,80.17,69.0,75.0,8.05
US,35.898,-81.602,78.1,57.0,40.0,4.59
US,39.592,-94.36,80.83,57.0,1.0,4.88
US,34.586,-90.35,89.55,55.0,0.0,4.74
US,30.701,-88.297,88.97,55.0,40.0,5.82
US,38.445,-104.841,78.48,36.0,75.0,34.45
US,26.917,-79.355,78.12,54.0,75.0,13.87
US,42.624,-96.91,79.56,61.0,1.0,5.82
US,37.363,-97.792,88.72,59.0,20.0,19.46
US,36.835,-91.028,85.55,58.0,1.0,6.33
US,39.774,-105.665,84.13,25.0,75.0,12.95
US,32.281,-118.043,87.62,33.0,1.0,11.41
US,40.545,-87.094,78.48,74.0,1.0,11.41
US,33.253,-117.001,75.96,68.0,20.0,9.17
US,42.629,-94.89,77.54,57.0,1.0,4.47
US,32.189,-100.858,99.66,22.0,1.0,13.87
US,42.44,-83.262,76.05,57.0,75.0,9.17
US,33.293,-109.74,97.39,8.0,1.0,11.41
US,31.228,-102.586,98.49,18.0,1.0,18.34
US,41.875,-79.619,69.66,94.0,90.0,11.41
US,41.376,-85.375,76.75,69.0,90.0,8.05
US,36.895,-81.375,75.97,47.0,1.0,4.7
US,33.363,-106.533,90.07,11.0,1.0,4.7
US,32.813,-96.231,96.15,39.0,20.0,9.17
US,42.414,-74.372,70.75,83.0,40.0,2.89
US,41.036,-111.59,87.6,9.0,1.0,14.99
US,45.778,-123.44,74.44,39.0,1.0,5.82
US,38.117,-99.887,97.25,36.0,1.0,10.29
US,34.191,-79.863,80.73,88.0,75.0,3.36
US,29.601,-84.542,82.47,83.0,75.0,10.29
US,34.903,-119.593,88.68,59.0,75.0,18.34
US,35.33,-91.079,87.28,79.0,1.0,4.52
